net balance,S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
6.41%,2078.36,1.06,478.030,-0.23,"1,056.66",-1.23
1.84%,2063.36,-0.72,479.960,0.40,"1,055.33",-0.13
-2.14%,2043.94,-0.94,481.860,0.40,"1,061.62",0.60
1.64%,#N/A,#N/A,481.990,0.03,"1,065.76",0.39
-2.15%,2012.66,#N/A,483.090,0.23,"1,085.62",1.86
-4.40%,2016.71,0.20,483.420,0.07,"1,095.31",0.89
8.15%,1990.26,-1.31,486.150,0.56,"1,099.29",0.36
-4.26%,1943.09,-2.37,485.000,-0.24,"1,090.90",-0.76
4.45%,1922.03,-1.08,484.360,-0.13,"1,082.95",-0.73
5.88%,1923.67,0.09,483.390,-0.20,"1,089.56",0.61
8.52%,1938.68,0.78,483.320,-0.01,"1,081.89",-0.70
6.67%,1890.28,-2.50,483.290,-0.01,"1,070.81",-1.02
-1.74%,1921.84,1.67,482.190,-0.23,"1,070.69",-0.01
1.33%,1880.33,-2.16,481.130,-0.22,"1,075.67",0.47
3.53%,#N/A,#N/A,481.230,0.02,"1,065.33",-0.96
-1.69%,1881.33,#N/A,480.030,-0.25,"1,069.60",0.40
-1.71%,1859.33,-1.17,480.930,0.19,"1,048.50",-1.97
1.67%,1868.99,0.52,481.180,0.05,"1,034.27",-1.36
4.74%,1906.90,2.03,481.110,-0.01,"1,035.23",0.09
5.32%,1877.08,-1.56,481.920,0.17,"1,030.65",-0.44
-2.18%,1903.63,1.41,480.680,-0.26,"1,032.12",0.14
-3.18%,1882.95,-1.09,479.160,-0.32,"1,042.12",0.97
6.39%,1893.36,0.55,479.100,-0.01,"1,057.64",1.49
2.02%,1940.24,2.48,478.910,-0.04,"1,059.70",0.19
-1.51%,1939.38,-0.04,479.080,0.04,"1,047.56",-1.15
0.92%,1903.03,-1.87,480.920,0.38,"1,040.96",-0.63
-3.05%,1912.53,0.50,481.900,0.20,"1,034.78",-0.59
-3.14%,1915.45,0.15,481.520,-0.08,"1,047.53",1.23
-1.62%,1880.05,-1.85,483.720,0.46,"1,046.89",-0.06
2.97%,1853.44,-1.42,484.410,0.14,"1,044.77",-0.20
-2.24%,1852.21,-0.07,484.700,0.06,"1,048.84",0.39
1.64%,1851.86,-0.02,483.760,-0.19,"1,056.32",0.71
-1.61%,1829.08,-1.23,483.510,-0.05,"1,058.83",0.24
-3.27%,1864.78,1.95,#N/A,#N/A,"1,047.85",-1.04
2.74%,#N/A,#N/A,484.600,#N/A,"1,037.01",-1.03
-1.65%,1895.58,#N/A,486.110,0.31,"1,052.22",1.47
1.66%,1926.82,1.65,484.890,-0.25,"1,053.96",0.17
3.60%,1917.83,-0.47,486.370,0.31,"1,029.48",-2.32
1.89%,1917.78,0.00,487.270,0.19,"1,025.47",-0.39
-1.56%,1945.50,1.45,487.320,0.01,"1,013.97",-1.12
4.99%,1921.27,-1.25,487.490,0.03,"1,033.44",1.92
-3.02%,1929.80,0.44,488.470,0.20,"1,040.27",0.66
-3.12%,1951.70,1.13,489.210,0.15,"1,047.19",0.67
-3.22%,1948.05,-0.19,490.590,0.28,"1,051.44",0.41
4.75%,1932.23,-0.81,490.640,0.01,"1,061.11",0.92
4.68%,1978.35,2.39,491.070,0.09,"1,053.03",-0.76
-1.51%,1986.45,0.41,489.780,-0.26,"1,053.95",0.09
-3.08%,1993.40,0.35,490.910,0.23,"1,053.55",-0.04
-3.17%,1999.99,0.33,489.690,-0.25,"1,053.70",0.01
1.79%,2001.76,0.09,490.980,0.26,"1,049.15",-0.43
-3.22%,1979.26,-1.12,492.100,0.23,"1,043.60",-0.53
-3.33%,1989.26,0.51,493.220,0.23,"1,042.84",-0.07
-3.44%,1989.57,0.02,491.550,-0.34,"1,035.94",-0.66
-1.78%,2022.19,1.64,491.380,-0.03,"1,031.59",-0.42
-1.81%,2019.64,-0.13,491.670,0.06,"1,020.14",-1.11
1.85%,2015.93,-0.18,492.460,0.16,"1,020.75",0.06
1.36%,2027.22,0.56,492.550,0.02,"1,019.30",-0.14
-1.79%,2040.59,0.66,492.160,-0.08,"1,018.27",-0.10
1.26%,2049.58,0.44,493.960,0.37,"1,043.48",2.48
1.18%,2051.60,0.10,493.720,-0.05,"1,041.28",-0.21
-1.78%,2049.80,-0.09,493.860,0.03,"1,024.64",-1.60
1.59%,2036.71,-0.64,494.200,0.07,"1,013.47",-1.09
2.03%,2035.94,-0.04,496.070,0.38,"1,033.41",1.97
1.60%,#N/A,#N/A,493.820,-0.45,"1,047.38",1.35
-1.72%,2037.05,#N/A,494.670,0.17,"1,041.53",-0.56
-1.75%,2055.01,0.88,494.420,-0.05,"1,031.19",-0.99
3.44%,2063.95,0.44,494.450,0.01,"1,039.63",0.82
-1.72%,2059.74,-0.20,496.180,0.35,"1,033.96",-0.55
-1.75%,2072.78,0.63,495.010,-0.24,"1,034.02",0.01
3.56%,2066.13,-0.32,496.050,0.21,"1,007.35",-2.58
-1.72%,2045.17,-1.01,495.300,-0.15,"1,037.30",2.97
3.82%,2066.66,1.05,492.860,-0.49,"1,042.56",0.51
2.25%,2041.91,-1.20,495.980,0.63,"1,041.36",-0.12
-1.65%,2047.60,0.28,497.130,0.23,"1,073.94",3.13
-3.36%,2041.99,-0.27,496.130,-0.20,"1,082.87",0.83
-1.74%,2061.72,0.97,496.090,-0.01,"1,107.23",2.25
1.12%,2082.42,1.00,495.560,-0.11,"1,087.66",-1.77
2.16%,2082.78,0.02,495.480,-0.02,"1,096.43",0.81
2.40%,2080.73,-0.10,497.810,0.47,"1,111.15",1.34
-1.67%,2094.34,0.65,498.340,0.11,"1,115.04",0.35
-2.38%,2100.80,0.31,496.120,-0.45,"1,116.93",0.17
1.67%,2102.40,0.08,493.590,-0.51,"1,123.35",0.57
2.86%,2091.48,-0.52,492.250,-0.27,"1,108.41",-1.33
-1.66%,2091.58,0.00,491.740,-0.10,"1,097.87",-0.95
2.50%,2087.79,-0.18,490.920,-0.17,"1,092.41",-0.50
3.76%,2091.70,0.19,491.060,0.03,"1,106.04",1.25
-3.18%,2095.15,0.16,492.660,0.33,"1,098.61",-0.67
4.70%,2075.81,-0.92,494.040,0.28,"1,096.65",-0.18
-3.14%,2065.30,-0.51,492.730,-0.27,"1,105.54",0.81
1.55%,2081.43,0.78,496.410,0.75,"1,108.91",0.30
1.40%,2063.37,-0.87,498.930,0.51,"1,122.07",1.19
-1.57%,2051.12,-0.59,499.150,0.04,"1,136.82",1.31
-2.24%,2050.63,-0.02,499.670,0.10,"1,131.16",-0.50
1.44%,2057.14,0.32,498.290,-0.28,"1,130.01",-0.10
-3.23%,2058.69,0.08,498.800,0.10,"1,150.88",1.85
-1.67%,2084.39,1.25,498.310,-0.10,"1,153.09",0.19
1.62%,2064.46,-0.96,499.460,0.23,"1,157.27",0.36
-1.67%,2064.11,-0.02,498.130,-0.27,"1,159.82",0.22
-3.39%,2046.61,-0.85,496.320,-0.36,"1,156.42",-0.29
-3.51%,2066.66,0.98,497.830,0.30,"1,152.35",-0.35
1.72%,2047.21,-0.94,496.680,-0.23,"1,146.05",-0.55
-1.79%,2047.63,0.02,498.370,0.34,"1,138.51",-0.66
-1.82%,2040.04,-0.37,497.780,-0.12,"1,142.60",0.36
1.39%,2052.32,0.60,498.920,0.23,"1,156.63",1.23
3.38%,2048.04,-0.21,502.890,0.80,"1,181.80",2.18
1.38%,2076.06,1.37,502.940,0.01,"1,174.24",-0.64
1.60%,2090.54,0.70,504.660,0.34,"1,167.12",-0.61
-1.72%,2090.10,-0.02,508.430,0.75,"1,168.31",0.10
5.50%,2099.06,0.43,509.010,0.11,"1,166.52",-0.15
-1.66%,#N/A,#N/A,512.600,0.71,"1,160.94",-0.48
-1.68%,2096.96,#N/A,508.860,-0.73,"1,161.95",0.09
2.86%,2099.33,0.11,511.100,0.44,"1,155.50",-0.56
-3.33%,2105.26,0.28,514.830,0.73,"1,152.46",-0.26
0.95%,2099.13,-0.29,516.600,0.34,"1,153.91",0.13
1.57%,2109.41,0.49,511.480,-0.99,"1,163.61",0.84
1.31%,2112.13,0.13,513.950,0.48,"1,170.05",0.55
-1.66%,2119.12,0.33,512.140,-0.35,"1,167.18",-0.25
1.71%,2115.48,-0.17,514.540,0.47,"1,165.98",-0.10
-1.66%,2096.07,-0.92,515.740,0.23,"1,164.85",-0.10
-1.69%,2079.06,-0.81,517.920,0.42,"1,169.81",0.43
-3.43%,2075.32,-0.18,518.700,0.15,"1,175.26",0.47
0.98%,2071.50,-0.18,518.290,-0.08,"1,173.40",-0.16
5.03%,2077.99,0.31,516.810,-0.29,"1,176.26",0.24
-1.68%,2071.22,-0.33,512.390,-0.86,"1,167.85",-0.71
1.33%,2083.25,0.58,513.130,0.14,"1,171.45",0.31
-1.68%,2088.90,0.27,514.870,0.34,"1,175.57",0.35
-1.71%,2085.45,-0.17,512.900,-0.38,"1,166.81",-0.75
-3.48%,2113.32,1.34,515.760,0.56,"1,179.30",1.07
1.52%,2037.41,-3.59,514.390,-0.27,"1,182.04",0.23
9.06%,2000.54,-1.81,516.610,0.43,"1,176.17",-0.50
1.27%,2036.09,1.78,520.900,0.83,"1,174.83",-0.11
-1.61%,2070.77,1.70,521.050,0.03,"1,174.13",-0.06
-1.63%,2098.86,1.36,522.010,0.18,"1,168.96",-0.44
-3.32%,2102.95,0.19,520.050,-0.38,"1,159.24",-0.83
1.14%,#N/A,#N/A,521.320,0.24,"1,152.41",-0.59
5.35%,2088.55,#N/A,523.180,0.36,"1,155.25",0.25
-1.61%,2099.73,0.54,522.540,-0.12,"1,145.62",-0.83
2.46%,2097.90,-0.09,519.390,-0.60,"1,140.58",-0.44
-3.20%,2129.90,1.53,519.530,0.03,"1,140.09",-0.04
3.61%,2137.16,0.34,517.720,-0.35,"1,142.06",0.17
-1.60%,2152.14,0.70,517.980,0.05,"1,136.92",-0.45
-3.24%,2152.43,0.01,522.370,0.85,"1,145.38",0.74
8.55%,2163.75,0.53,521.670,-0.13,"1,148.98",0.31
-3.09%,2161.74,-0.09,523.670,0.38,"1,155.93",0.60
-3.19%,2166.89,0.24,527.820,0.79,"1,160.68",0.41
5.02%,2163.78,-0.14,525.110,-0.51,"1,167.11",0.55
3.72%,2173.02,0.43,521.890,-0.61,"1,171.47",0.37
-3.02%,2165.17,-0.36,519.210,-0.51,"1,172.35",0.08
-1.56%,2175.03,0.46,520.110,0.17,"1,170.97",-0.12
-1.58%,2168.48,-0.30,521.470,0.26,"1,176.12",0.44
2.61%,2169.18,0.03,523.210,0.33,"1,173.37",-0.23
2.62%,2166.58,-0.12,527.190,0.76,"1,167.26",-0.52
-1.53%,2170.06,0.16,527.210,0.00,"1,162.77",-0.38
4.43%,2173.60,0.16,523.090,-0.78,"1,159.61",-0.27
-1.48%,2170.84,-0.13,520.810,-0.44,"1,157.04",-0.22
-3.01%,2157.03,-0.64,518.910,-0.36,"1,160.96",0.34
0.97%,2163.79,0.31,519.050,0.03,"1,156.69",-0.37
-3.08%,2164.25,0.02,516.410,-0.51,"1,151.14",-0.48
0.73%,2182.87,0.86,514.950,-0.28,"1,151.89",0.07
-3.15%,2180.89,-0.09,517.460,0.49,"1,154.03",0.19
1.00%,2181.74,0.04,516.120,-0.26,"1,153.15",-0.08
-3.22%,2175.49,-0.29,519.010,0.56,"1,147.79",-0.46
1.53%,2185.79,0.47,519.220,0.04,"1,157.90",0.88
1.51%,2184.05,-0.08,519.510,0.06,"1,156.38",-0.13
-1.62%,2190.15,0.28,519.590,0.02,"1,150.00",-0.55
2.03%,2178.15,-0.55,519.880,0.06,"1,157.38",0.64
2.61%,2182.22,0.19,519.920,0.01,"1,160.52",0.27
-1.57%,2187.02,0.22,523.970,0.78,"1,163.87",0.29
1.34%,2183.87,-0.14,521.600,-0.45,"1,171.53",0.66
4.49%,2182.64,-0.06,518.510,-0.59,"1,177.40",0.50
2.44%,2186.90,0.20,521.190,0.52,"1,175.64",-0.15
1.60%,2175.44,-0.52,525.210,0.77,"1,166.82",-0.75
-1.45%,2172.47,-0.14,530.470,1.00,"1,169.80",0.26
0.96%,2169.04,-0.16,528.230,-0.42,"1,184.17",1.23
-1.45%,2180.38,0.52,525.900,-0.44,"1,174.46",-0.82
-2.95%,2176.12,-0.20,526.140,0.05,"1,172.80",-0.14
1.14%,2170.95,-0.24,528.100,0.37,"1,165.79",-0.60
-1.50%,2170.86,0.00,525.130,-0.56,"1,162.96",-0.24
-3.05%,2179.98,0.42,527.370,0.43,"1,166.08",0.27
-1.57%,#N/A,#N/A,524.200,-0.60,"1,161.78",-0.37
-1.60%,2186.48,#N/A,524.250,0.01,"1,155.43",-0.55
-3.25%,2186.16,-0.01,524.820,0.11,"1,148.75",-0.58
-3.36%,2181.30,-0.22,523.830,-0.19,"1,149.94",0.10
1.41%,2127.81,-2.45,524.100,0.05,"1,158.51",0.75
3.14%,2159.04,1.47,525.460,0.26,"1,153.52",-0.43
1.34%,2127.02,-1.48,523.880,-0.30,"1,157.07",0.31
-1.64%,2125.77,-0.06,524.850,0.19,"1,146.03",-0.95
6.32%,2147.26,1.01,525.220,0.07,"1,148.90",0.25
-1.57%,2139.16,-0.38,527.290,0.39,"1,136.80",-1.05
0.82%,2139.12,0.00,527.330,0.01,"1,147.86",0.97
1.87%,2139.76,0.03,524.090,-0.61,"1,155.25",0.64
-3.10%,2163.12,1.09,523.850,-0.05,"1,151.49",-0.33
1.42%,2177.18,0.65,522.730,-0.21,"1,156.65",0.45
-1.58%,2164.69,-0.57,518.780,-0.76,"1,137.17",-1.68
2.60%,2146.10,-0.86,516.630,-0.41,"1,144.45",0.64
3.41%,2159.93,0.64,519.540,0.56,"1,153.13",0.76
-3.02%,2171.37,0.53,519.080,-0.09,"1,156.84",0.32
1.23%,2151.13,-0.93,518.180,-0.17,"1,162.06",0.45
-1.54%,2168.27,0.80,519.780,0.31,"1,163.21",0.10
-3.12%,2161.20,-0.33,521.450,0.32,"1,159.73",-0.30
-1.61%,2150.49,-0.50,518.680,-0.53,"1,162.77",0.26
3.03%,2159.73,0.43,519.390,0.14,"1,172.99",0.88
3.47%,2160.77,0.05,520.550,0.22,"1,167.58",-0.46
-3.08%,2153.74,-0.33,522.570,0.39,"1,166.69",-0.08
1.07%,2163.66,0.46,522.010,-0.11,"1,169.83",0.27
3.73%,2136.73,-1.24,524.230,0.43,"1,168.94",-0.08
-2.12%,2139.18,0.11,525.340,0.21,"1,161.27",-0.66
1.91%,2132.55,-0.31,522.220,-0.59,"1,159.43",-0.16
-1.52%,2132.98,0.02,520.620,-0.31,"1,161.20",0.15
2.27%,2126.50,-0.30,521.060,0.08,"1,161.90",0.06
2.52%,2139.60,0.62,518.600,-0.47,"1,168.39",0.56
-2.94%,2144.29,0.22,#N/A,#N/A,"1,159.79",-0.74
-1.51%,2141.34,-0.14,519.340,#N/A,"1,161.54",0.15
1.75%,2141.16,-0.01,522.940,0.69,"1,152.99",-0.74
-1.51%,2151.33,0.47,523.120,0.03,"1,141.70",-0.98
-1.53%,2143.16,-0.38,523.940,0.16,"1,139.56",-0.19
1.56%,2139.43,-0.17,523.940,0.00,"1,126.04",-1.19
3.15%,2133.04,-0.30,#N/A,#N/A,"1,126.69",0.06
4.31%,2126.41,-0.31,521.260,#N/A,"1,138.68",1.06
-2.89%,2126.15,-0.01,520.240,-0.20,"1,131.55",-0.63
1.25%,2111.72,-0.68,520.150,-0.02,"1,153.61",1.95
-1.47%,2097.94,-0.65,521.480,0.26,"1,170.31",1.45
-1.49%,2088.66,-0.44,521.430,-0.01,"1,154.77",-1.33
1.86%,2085.18,-0.17,521.420,0.00,"1,155.62",0.07
-1.49%,2131.52,2.22,522.940,0.29,"1,168.66",1.13
-1.51%,2139.56,0.38,522.360,-0.11,"1,169.27",0.05
-1.53%,2163.26,1.11,524.790,0.47,"1,179.55",0.88
-1.56%,2167.48,0.20,524.930,0.03,"1,171.90",-0.65
-3.17%,2164.45,-0.14,525.300,0.07,"1,167.05",-0.41
-3.27%,2164.20,-0.01,524.270,-0.20,"1,166.28",-0.07
-3.38%,2180.39,0.75,522.280,-0.38,"1,169.65",0.29
2.45%,2176.94,-0.16,520.970,-0.25,"1,172.25",0.22
-3.42%,2187.12,0.47,520.270,-0.13,"1,171.86",-0.03
-1.77%,2181.90,-0.24,520.010,-0.05,"1,175.11",0.28
3.01%,2198.18,0.75,521.470,0.28,"1,170.00",-0.43
-1.75%,2202.94,0.22,523.120,0.32,"1,167.64",-0.20
2.37%,2204.72,0.08,524.060,0.18,"1,165.84",-0.15
2.99%,#N/A,#N/A,526.520,0.47,"1,157.04",-0.75
1.27%,2213.35,#N/A,527.220,0.13,"1,149.25",-0.67
-1.67%,2201.72,-0.53,526.320,-0.17,"1,151.12",0.16
-3.39%,2204.66,0.13,526.180,-0.03,"1,143.68",-0.65
1.43%,2198.81,-0.27,522.960,-0.61,"1,149.26",0.49
-1.73%,2191.08,-0.35,524.930,0.38,"1,153.90",0.40
-1.76%,2191.95,0.04,523.140,-0.34,"1,142.88",-0.96
-3.58%,2204.71,0.58,523.690,0.11,"1,137.32",-0.49
2.38%,2212.23,0.34,522.440,-0.24,"1,136.19",-0.10
7.33%,2241.35,1.32,525.160,0.52,"1,143.04",0.60
-1.69%,2246.19,0.22,524.280,-0.17,"1,151.35",0.73
-1.72%,2259.53,0.59,526.170,0.36,"1,151.28",-0.01
-1.75%,2256.96,-0.11,526.000,-0.03,"1,142.96",-0.72
1.94%,2271.72,0.65,524.010,-0.38,"1,141.30",-0.15
1.47%,2253.28,-0.81,523.920,-0.02,"1,137.83",-0.30
-1.72%,2262.03,0.39,524.060,0.03,"1,131.30",-0.57
1.21%,2258.07,-0.18,523.130,-0.18,"1,124.13",-0.63
1.35%,2262.53,0.20,524.370,0.24,"1,120.10",-0.36
-1.71%,2270.76,0.36,525.180,0.15,"1,128.26",0.73
-1.74%,2265.18,-0.25,525.540,0.07,"1,125.79",-0.22
-3.54%,2260.96,-0.19,527.370,0.35,"1,130.14",0.39
-3.66%,2263.79,0.13,527.340,-0.01,"1,135.94",0.51
7.87%,#N/A,#N/A,526.620,-0.14,"1,127.10",-0.78
-3.53%,2268.88,#N/A,525.020,-0.30,"1,133.24",0.54
-3.66%,2249.92,-0.84,526.720,0.32,"1,140.73",0.66
0.90%,2249.26,-0.03,525.810,-0.17,"1,131.66",-0.80
-1.88%,2238.83,-0.46,527.120,0.25,"1,137.53",0.52
-1.92%,#N/A,#N/A,526.170,-0.18,"1,152.91",1.35
-1.95%,2257.83,#N/A,524.790,-0.26,"1,154.77",0.16
3.99%,2270.75,0.57,524.410,-0.07,"1,147.60",-0.62
-3.83%,2269.00,-0.08,525.280,0.17,"1,159.39",1.03
1.09%,2276.98,0.35,523.520,-0.34,"1,162.22",0.24
4.51%,2268.90,-0.35,518.790,-0.90,"1,172.62",0.89
-3.77%,2268.90,0.00,519.580,0.15,"1,167.38",-0.45
-3.92%,2275.32,0.28,519.310,-0.05,"1,179.68",1.05
3.31%,2270.44,-0.21,517.050,-0.44,"1,184.70",0.43
-1.97%,2274.64,0.18,517.780,0.14,"1,184.23",-0.04
1.46%,#N/A,#N/A,520.090,0.45,"1,186.62",0.20
10.13%,2267.89,#N/A,520.690,0.12,"1,183.46",-0.27
-3.61%,2271.89,0.18,521.810,0.22,"1,169.11",-1.21
2.08%,2263.69,-0.36,521.710,-0.02,"1,171.99",0.25
-1.83%,2271.31,0.34,523.150,0.28,"1,174.29",0.20
-3.73%,2265.20,-0.27,522.990,-0.03,"1,166.44",-0.67
-1.94%,2280.07,0.66,524.100,0.21,"1,158.37",-0.69
-3.95%,2298.37,0.80,522.180,-0.37,"1,157.27",-0.09
-4.12%,2296.68,-0.07,522.180,0.00,"1,150.98",-0.54
-2.15%,2294.69,-0.09,522.840,0.13,"1,149.85",-0.10
-2.19%,2280.90,-0.60,520.420,-0.46,"1,149.81",0.00
-3.14%,2278.87,-0.09,521.570,0.22,"1,147.49",-0.20
3.42%,2279.55,0.03,523.080,0.29,"1,140.95",-0.57
1.97%,2280.85,0.06,#N/A,#N/A,"1,138.35",-0.23
-4.39%,2297.42,0.73,525.970,#N/A,"1,135.70",-0.23
-4.59%,2292.56,-0.21,527.520,0.29,"1,130.76",-0.43
1.81%,2293.08,0.02,525.980,-0.29,"1,140.99",0.90
4.37%,2294.67,0.07,525.600,-0.07,"1,141.84",0.07
3.79%,2307.87,0.58,527.340,0.33,"1,133.91",-0.69
-2.18%,2316.10,0.36,527.960,0.12,"1,134.13",0.02
9.02%,2328.25,0.52,526.900,-0.20,"1,138.10",0.35
-2.05%,2337.58,0.40,527.740,0.16,"1,139.98",0.17
2.18%,2349.25,0.50,527.990,0.05,"1,135.46",-0.40
-4.09%,2347.22,-0.09,527.310,-0.13,"1,137.91",0.22
-4.27%,2351.16,0.17,528.460,0.22,"1,114.32",-2.07
-2.23%,#N/A,#N/A,527.220,-0.23,"1,115.31",0.09
-4.56%,2365.38,#N/A,526.280,-0.18,"1,114.50",-0.07
-2.39%,2362.82,-0.11,526.950,0.13,"1,117.60",0.28
-2.45%,2363.81,0.04,527.320,0.07,"1,134.69",1.53
3.58%,2367.34,0.15,528.030,0.13,"1,156.09",1.89
4.16%,2369.75,0.10,526.740,-0.24,"1,161.46",0.46
-2.32%,2363.64,-0.26,527.640,0.17,"1,167.48",0.52
1.85%,2395.96,1.37,527.790,0.03,"1,172.09",0.39
-2.34%,2381.92,-0.59,528.940,0.22,"1,178.43",0.54
5.22%,2383.12,0.05,529.200,0.05,"1,182.49",0.34
2.48%,2375.31,-0.33,530.380,0.22,"1,190.87",0.71
5.05%,2368.39,-0.29,529.870,-0.10,"1,184.59",-0.53
-2.11%,2362.98,-0.23,529.440,-0.08,"1,178.73",-0.49
-2.16%,2364.87,0.08,530.610,0.22,"1,172.76",-0.51
-2.20%,2372.60,0.33,531.890,0.24,"1,176.63",0.33
-2.25%,2373.47,0.04,531.940,0.01,"1,161.99",-1.24
4.23%,2365.45,-0.34,532.140,0.04,"1,159.41",-0.22
-2.21%,2385.26,0.84,533.690,0.29,"1,153.10",-0.54
4.29%,2381.38,-0.16,532.350,-0.25,"1,157.55",0.39
-4.34%,2378.25,-0.13,532.060,-0.05,"1,164.19",0.57
6.48%,2373.47,-0.20,529.870,-0.41,"1,163.32",-0.07
8.29%,2344.02,-1.24,532.290,0.46,"1,155.68",-0.66
3.18%,2348.45,0.19,530.750,-0.29,"1,153.35",-0.20
1.91%,2345.96,-0.11,531.050,0.06,"1,143.88",-0.82
-1.87%,2343.98,-0.08,531.180,0.02,"1,147.90",0.35
2.26%,2341.59,-0.10,531.700,0.10,"1,150.36",0.21
10.30%,2358.57,0.73,533.990,0.43,"1,143.92",-0.56
-1.69%,2361.13,0.11,535.270,0.24,"1,131.09",-1.12
-1.72%,2368.06,0.29,537.770,0.47,"1,145.56",1.28
7.07%,2362.72,-0.23,536.820,-0.18,"1,136.87",-0.76
-1.63%,2358.84,-0.16,536.090,-0.14,"1,143.96",0.62
5.55%,2360.16,0.06,533.080,-0.56,"1,156.02",1.05
2.71%,2352.95,-0.31,533.360,0.05,"1,158.18",0.19
1.97%,2357.49,0.19,533.530,0.03,"1,165.96",0.67
2.44%,2355.54,-0.08,535.130,0.30,"1,165.57",-0.03
2.29%,2357.16,0.07,533.280,-0.35,"1,156.04",-0.82
-2.01%,2353.78,-0.14,535.040,0.33,"1,147.47",-0.74
2.63%,2344.93,-0.38,534.820,-0.04,"1,159.40",1.04
-1.43%,2328.95,-0.68,536.030,0.23,"1,157.76",-0.14
1.00%,#N/A,#N/A,536.150,0.02,"1,148.96",-0.76
2.46%,2349.01,#N/A,534.850,-0.24,"1,150.48",0.13
-1.40%,2342.19,-0.29,534.730,-0.02,"1,144.87",-0.49
1.75%,2338.17,-0.17,536.160,0.27,"1,151.72",0.60
-1.95%,2355.84,0.76,534.260,-0.35,"1,161.68",0.86
4.20%,2348.69,-0.30,536.500,0.42,"1,172.43",0.93
3.76%,2374.15,1.08,535.950,-0.10,"1,172.85",0.04
-2.63%,2388.61,0.61,536.360,0.08,"1,169.19",-0.31
-2.70%,2387.45,-0.05,537.600,0.23,"1,151.69",-1.50
-1.39%,2388.77,0.06,535.690,-0.36,"1,147.44",-0.37
-2.81%,2384.20,-0.19,535.730,0.01,"1,133.82",-1.19
0.80%,2388.33,0.17,538.330,0.49,"1,120.94",-1.14
-2.87%,2391.17,0.12,536.880,-0.27,"1,130.99",0.90
2.49%,2388.13,-0.13,536.920,0.01,"1,129.14",-0.16
-1.44%,2389.52,0.06,537.820,0.17,"1,126.08",-0.27
2.23%,2399.29,0.41,539.270,0.27,"1,128.01",0.17
-2.86%,2399.38,0.00,540.770,0.28,"1,145.19",1.52
1.11%,2396.92,-0.10,541.210,0.08,"1,143.38",-0.16
-2.91%,2399.63,0.11,541.590,0.07,"1,131.63",-1.03
6.50%,2394.44,-0.22,542.140,0.10,"1,114.00",-1.56
3.75%,2390.90,-0.15,542.010,-0.02,"1,121.20",0.65
1.94%,2402.32,0.48,543.710,0.31,"1,147.58",2.35
-2.66%,2400.67,-0.07,542.740,-0.18,"1,147.91",0.03
1.89%,2357.03,-1.82,543.810,0.20,"1,140.56",-0.64
-2.69%,2365.72,0.37,543.000,-0.15,"1,142.43",0.16
-2.76%,2381.73,0.68,545.000,0.37,"1,135.37",-0.62
1.25%,2394.02,0.52,546.170,0.21,"1,112.32",-2.03
-1.40%,2398.42,0.18,547.760,0.29,"1,106.30",-0.54
-1.42%,2404.39,0.25,547.440,-0.06,"1,097.63",-0.78
0.76%,2415.07,0.44,546.810,-0.12,"1,086.39",-1.02
-1.43%,2415.82,0.03,544.140,-0.49,"1,103.42",1.57
1.65%,#N/A,#N/A,546.100,0.36,"1,115.49",1.09
1.97%,2412.91,#N/A,546.090,0.00,"1,105.34",-0.91
0.81%,2411.80,-0.05,545.790,-0.05,"1,100.23",-0.46
3.17%,2430.06,0.76,546.990,0.22,"1,094.46",-0.52
-1.35%,2439.07,0.37,543.960,-0.55,"1,098.83",0.40
-1.37%,2436.10,-0.12,544.830,0.16,"1,080.39",-1.68
2.56%,2429.33,-0.28,542.600,-0.41,"1,082.22",0.17
-1.35%,2433.14,0.16,541.980,-0.11,"1,079.83",-0.22
0.53%,2433.79,0.03,541.680,-0.06,"1,091.50",1.08
1.81%,2431.77,-0.08,542.560,0.16,"1,093.55",0.19
1.81%,2429.39,-0.10,542.470,-0.02,"1,103.68",0.93
2.99%,2440.35,0.45,540.250,-0.41,"1,079.22",-2.22
-1.28%,2437.92,-0.10,538.080,-0.40,"1,072.31",-0.64
1.01%,2432.46,-0.22,537.510,-0.11,"1,090.66",1.71
-1.28%,2433.15,0.03,538.200,0.13,"1,108.33",1.62
1.60%,2453.46,0.83,538.660,0.09,"1,102.49",-0.53
-2.55%,2437.03,-0.67,538.560,-0.02,"1,084.11",-1.67
0.89%,2435.61,-0.06,540.870,0.43,"1,076.71",-0.68
-2.59%,2434.50,-0.05,542.350,0.27,"1,084.24",0.70
-2.66%,2438.30,0.16,541.980,-0.07,"1,100.31",1.48
5.79%,2439.07,0.03,542.850,0.16,"1,125.56",2.29
-1.29%,2419.38,-0.81,543.420,0.11,"1,107.06",-1.64
1.06%,2440.69,0.88,542.720,-0.13,"1,103.97",-0.28
1.66%,2419.70,-0.86,543.680,0.18,"1,134.49",2.76
1.57%,2423.41,0.15,545.390,0.31,"1,149.46",1.32
6.45%,2429.01,0.23,545.520,0.02,"1,152.21",0.24
-2.36%,#N/A,#N/A,545.050,-0.09,"1,148.73",-0.30
-2.42%,2432.54,#N/A,544.650,-0.07,"1,153.03",0.37
1.35%,2409.75,-0.94,542.280,-0.44,"1,155.94",0.25
-2.44%,2425.18,0.64,543.020,0.14,"1,153.51",-0.21
